시군명,명칭,분류명,소개
여주시,여주 여주고등학교,교육연구시설,대학 캠퍼스 분위기의 넓은 오래된 고등학교
여주시,여주 여주고등학교,교육연구시설,대학 캠퍼스 분위기의 넓은 오래된 고등학교
여주시,여주 강변유원지,관광휴게시설,수목과 조각전시로 형성된 남한강 유역의 유원지
여주시,여주 노총연수원,교육연구시설,"기업, 단체연수, 워크샵, 세미나 등 각종 모임을 위한 장소"
여주시,여주 도자기전시관,문화시설,제 1회 세계도자기엑스포 개장에 맞춰 2001년 신륵사관광단지 내 설치된 도자기 전시관
여주시,여주 라파엘의 집(별관),복지시설,사회복지법인 하상복지회 에서 운영하는 중증장애인 요양시설 91년에 설립되었으며 175명을 수용가능한 요양시설
여주시,여주 명성황후생가,기념물,조선시대 말기 명성황후가 태어나서 8세까지 살던 집
여주시,여주 여주공설운동장,운동시설,운동장과 체육시설을 갖춘 공설운동장
여주시,여주 여주대교,차량도로,경기도 여주군 여주읍에서 남한강을 가로질러 37번국도로 연결되는 다리
연천군,연천 백학저수지,자연,민간인 통제구역으로 개발이 제한되었으나 1990년부터 낚시터로 조성되어 연천군에 허가받은 저수지
연천군,연천 신탄리역철도중단점,교통관련시설,"실향민, 안보관광객, 고대산 등산객이 주로 찾는 경원선 최북단역"
연천군,연천 연천공설운동장,운동시설,운동장과 체육시설을 갖춘 공설운동장
연천군,연천 연천청소년수련원,교육연구시설,유아 또는 청소년의 수련활동을 할 수 있게 설립된 체험 학습 수련원
연천군,연천 열두개울,자연,연천군 청산면 초성리에서 포천군 신북면 덕둔리로 이어지는 계곡
연천군,연천 임진강,자연,"우리나라에서 7번째로 큰 강으로써, 연천군 일대에 흐르는 한강 지류"
연천군,연천 재인폭포,자연,가마골 입구에 있는 18.5m 높이의 폭포
연천군,연천 한탄강,자연,강원도 철원에서 연천으로 흐르는 강
연천군,연천 동이리종합훈련장,소방/교정/군사시설,연천 소재지 군사종합훈련장(군사지역)
연천군,연천 삼영홀딩스,공장관련시설,"연천군에 위치한 삼영홀딩스 공장부지로, 1,000평 이상의 빈창고가 3개동, 200평 이상 규모의 빈창고가 3개동이 있으며 사무실로 사용하던 2층건물 1개동, 기숙사로로 사용하던 2층 건물 1개동이 있다. 경기북부지역에서 2번째로 큰 공장부지로 현재 모두 비워져 있어 영화/드라마/MV 세트장으로 꾸며 사용할수도 있다. 사무실로 사용하던 건물은 경찰서 또는 사무실로 세팅하여 촬영이 가능하다."
연천군,연천 임진강 삼화교,차량도로,임진강 삼화교 아래 아랫여울 수심이 그리 깊지 않으며 한적하다.
연천군,연천 현가리사격장,소방/교정/군사시설,연천 내 군사지역 넓은 사격장
연천군,연천 수레울아트홀,문화시설,"수레울아트홀은 공연장(대공연장,소공연장), 체육시설(지상2층의 종합 체육관으로 총499명의 인원을 수용할수 있으며, 정식규격 농구코트,탈의실,샤워실 및 미팅룸을 구비하고 있다)"
연천군,연천 늘목리폐석장,주거시설,넓은 폐석장 공간
연천군,연천 주상절리길,인도/산책로,동진천 옆에 기암괴석 사잇길
연천군,연천 왕산초교 마전분교,교육연구시설,작은 운동장이 있는 오래된 폐교
연천군,연천 마포리 벌판,농/축산/수산/원예시설,뒤로 한탕강이 흐르는 벌판
연천군,연천 역고드름터널,차량도로,음산한 터널
연천군,연천 초성리역,교통관련시설,역사 외관이 동화같은 느낌이 나며 철길옆에 바람개비가 인상적인 오래된 역사
연천군,연천 신망리역 주변,차량도로,오래된 경원선철도 예전 모습이 아직 많이 남아 있다.
연천군,연천 샘다방,일반생활시설,80년대 전형적인 시골 다방
연천군,연천 군남청소년수련원,교육연구시설,"오래된 폐교 분위기의 수련원 실내 약 500 야외 10,000명 정도 수용 가능"
연천군,왕산초등학교 마전분교,교육연구시설,"연천군 왕산초 마전분교 (1971년 설립. 1991년 폐교),,학교가 오래 방치되어 있어 많은 나무들이 학교담처럼 둘러쳐저 있으며, 무엇보다도 본관앞에 마로니에, 은행나무, 소마무들이 제법 자라 있다. 운동장은 잡초들이 군데군데 무성하고 너비는 60m*25m 크기로 본관 뒷편엔 작은 학교식당1, 화장실1, 창고1, 적벽돌 건물1개가 있어 뒷건물들이 영화공간으로 활용할 수 있을듯하다. 실내는 전에쓰던 흔적 그대로 고스라니 남아있어 청소정도로 손이 많이 가"
연천군,연천 명신연와,공장관련시설,꽤 넓은 규모의 공장
연천군,연천 허브 빌리지,농/축산/수산/원예시설,임진강을 끼고 있는 허브 마을
연천군,연천 소방서,소방/교정/군사시설,연천군 소재 소방서
연천군,연천 전곡읍 은대성로,차량도로,넓고 촬영이 용이한 도로
연천군,연천 대광골계곡 폐가,공장관련시설,연천 고대산을 배경으로 형성된 대광골유원지 부근 폐건물
연천군,연천 연천보건의료원,의료/장의시설,중소 규모의 의료원
연천군,연천 전곡리선사유적지,기념물,구석기 시대의 대표 유적지
연천군,연천 전곡시외버스터미널,각종운수시설,"회색벽의 소규모 터미널, 대합실 등 내부구조 단순, 유동인구가 적어 생활소음 외 큰 영향 없음.별도 주차장 섭외 필요"
연천군,연천 내산리고개,차량도로,연천과 철원을 경계로 하는 고대산 자락의 고갯길
연천군,연천 백학저수지,자연,민간인 통제구역으로 개발이 제한되었으나 1990년부터 낚시터로 조성되어 연천군에 허가받은 저수지
연천군,연천 신탄리역철도중단점,교통관련시설,"실향민, 안보관광객, 고대산 등산객이 주로 찾는 경원선 최북단역"
연천군,연천 연천공설운동장,운동시설,운동장과 체육시설을 갖춘 공설운동장
연천군,연천 연천청소년수련원,교육연구시설,유아 또는 청소년의 수련활동을 할 수 있게 설립된 체험 학습 수련원
연천군,연천 열두개울,자연,연천군 청산면 초성리에서 포천군 신북면 덕둔리로 이어지는 계곡
연천군,연천 임진강,자연,"우리나라에서 7번째로 큰 강으로써, 연천군 일대에 흐르는 한강 지류"
연천군,연천 재인폭포,자연,가마골 입구에 있는 18.5m 높이의 폭포
연천군,연천 한탄강,자연,강원도 철원에서 연천으로 흐르는 강
연천군,연천 동이리종합훈련장,소방/교정/군사시설,연천 소재지 군사종합훈련장(군사지역)
연천군,연천 삼영홀딩스,공장관련시설,"연천군에 위치한 삼영홀딩스 공장부지로, 1,000평 이상의 빈창고가 3개동, 200평 이상 규모의 빈창고가 3개동이 있으며 사무실로 사용하던 2층건물 1개동, 기숙사로로 사용하던 2층 건물 1개동이 있다. 경기북부지역에서 2번째로 큰 공장부지로 현재 모두 비워져 있어 영화/드라마/MV 세트장으로 꾸며 사용할수도 있다. 사무실로 사용하던 건물은 경찰서 또는 사무실로 세팅하여 촬영이 가능하다."
연천군,연천 임진강 삼화교,차량도로,임진강 삼화교 아래 아랫여울 수심이 그리 깊지 않으며 한적하다.
연천군,연천 현가리사격장,소방/교정/군사시설,연천 내 군사지역 넓은 사격장
연천군,연천 수레울아트홀,문화시설,"수레울아트홀은 공연장(대공연장,소공연장), 체육시설(지상2층의 종합 체육관으로 총499명의 인원을 수용할수 있으며, 정식규격 농구코트,탈의실,샤워실 및 미팅룸을 구비하고 있다)"
연천군,연천 늘목리폐석장,주거시설,넓은 폐석장 공간
연천군,연천 주상절리길,인도/산책로,동진천 옆에 기암괴석 사잇길
연천군,연천 왕산초교 마전분교,교육연구시설,작은 운동장이 있는 오래된 폐교
연천군,연천 마포리 벌판,농/축산/수산/원예시설,뒤로 한탕강이 흐르는 벌판
연천군,연천 역고드름터널,차량도로,음산한 터널
연천군,연천 초성리역,교통관련시설,역사 외관이 동화같은 느낌이 나며 철길옆에 바람개비가 인상적인 오래된 역사
연천군,연천 신망리역 주변,차량도로,오래된 경원선철도 예전 모습이 아직 많이 남아 있다.
연천군,연천 삼영홀딩스,공장관련시설,"연천군에 위치한 삼영홀딩스 공장부지로, 1,000평 이상의 빈창고가 3개동, 200평 이상 규모의 빈창고가 3개동이 있으며 사무실로 사용하던 2층건물 1개동, 기숙사로로 사용하던 2층 건물 1개동이 있다. 경기북부지역에서 2번째로 큰 공장부지로 현재 모두 비워져 있어 영화/드라마/MV 세트장으로 꾸며 사용할수도 있다. 사무실로 사용하던 건물은 경찰서 또는 사무실로 세팅하여 촬영이 가능하다."
연천군,연천 임진강 삼화교,차량도로,임진강 삼화교 아래 아랫여울 수심이 그리 깊지 않으며 한적하다.
연천군,연천 현가리사격장,소방/교정/군사시설,연천 내 군사지역 넓은 사격장
연천군,연천 수레울아트홀,문화시설,"수레울아트홀은 공연장(대공연장,소공연장), 체육시설(지상2층의 종합 체육관으로 총499명의 인원을 수용할수 있으며, 정식규격 농구코트,탈의실,샤워실 및 미팅룸을 구비하고 있다)"
연천군,연천 늘목리폐석장,주거시설,넓은 폐석장 공간
연천군,연천 주상절리길,인도/산책로,동진천 옆에 기암괴석 사잇길
연천군,연천 샘다방,일반생활시설,80년대 전형적인 시골 다방
연천군,연천 군남청소년수련원,교육연구시설,"오래된 폐교 분위기의 수련원 실내 약 500 야외 10,000명 정도 수용 가능"
연천군,왕산초등학교 마전분교,교육연구시설,"연천군 왕산초 마전분교 (1971년 설립. 1991년 폐교),,학교가 오래 방치되어 있어 많은 나무들이 학교담처럼 둘러쳐저 있으며, 무엇보다도 본관앞에 마로니에, 은행나무, 소마무들이 제법 자라 있다. 운동장은 잡초들이 군데군데 무성하고 너비는 60m*25m 크기로 본관 뒷편엔 작은 학교식당1, 화장실1, 창고1, 적벽돌 건물1개가 있어 뒷건물들이 영화공간으로 활용할 수 있을듯하다. 실내는 전에쓰던 흔적 그대로 고스라니 남아있어 청소정도로 손이 많이 가"
연천군,연천 명신연와,공장관련시설,꽤 넓은 규모의 공장
연천군,연천 허브 빌리지,농/축산/수산/원예시설,임진강을 끼고 있는 허브 마을
연천군,연천 소방서,소방/교정/군사시설,연천군 소재 소방서
연천군,연천 전곡읍 은대성로,차량도로,넓고 촬영이 용이한 도로
연천군,연천 대광골계곡 폐가,공장관련시설,연천 고대산을 배경으로 형성된 대광골유원지 부근 폐건물
연천군,연천 연천보건의료원,의료/장의시설,중소 규모의 의료원
연천군,연천 전곡리선사유적지,기념물,구석기 시대의 대표 유적지
