,name,소개,상세 정보,이용 시간,요금 정보,장소 특성,주요목적,주요목적 기타,평균 소요 시간,경사도(난이도),편의시설,기타 상세,장애인 시설정보,장애인 활동 보조 필요성,부대시설,숙박 업종,대표 메뉴 상세,금연여부,등급,룸개수,셔틀버스 운행 여부,애완동물동반허용여부,조식제공 여부,예약 가능 여부,노키즈존,대표 메뉴,방 보유,유아 서비스,유아 서비스 상세,부대시설 기타,Late체크인여부,공항교통편,장애인전용객실여부,유아 서비스 기타,취급품목,취급품목 기타,택배배송여부
1515,그림상회화덕피자,빈티지한 감성이 물씬 풍기는 갤러리 같은 카페 겸 식당,,,,,,,,,"현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1516,김녕제주흑돼지정육점식당,김녕에 위치한 흑돼지 정육점으로 인기 예능프로그램에 출연하면서 구좌 맛집으로 알려진 곳,탄력적 휴무,,,,,,,,"현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1517,김이박,제주 아라동에 위치한 흑돼지전문점,둘째 넷째 일요일 휴무 / 브레이크타임 14:30 - 17:00,"평일 : 11:00 ~ 22:00 , 주말 : 11:00 ~ 22:00",,,,,,,"현금결제,카드결제,화장실,음료대",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
1518,꽁순이네,제주시 애월읍 상가리에 위치한 국수 전문점 꽁순이네입니다.,화요일 휴무,"평일 : 10:00 ~ 19:00 , 주말 : 10:00 ~ 19:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,음료대",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
1519,꾸까카페,꽃 화분들이 가득하고 한라봉 빙수가 맛있는 제주 관광대학교 앞의 아담한 카페,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,끌림,성산에 위치한 흑돼지전문점,,"평일 : 11:00 ~ 24:00 , 주말 : 11:00 ~ 24:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1521,날것,여인숙을 개조해 만든 분위기깡패 카페,수요일 휴무,"평일 : 16:00 ~ 02:00 , 주말 : 16:00 ~ 02:00",,,,,,,무료 WIFI,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,남양수산,제철 회와 꼼장어가 유명한 제주도민맛집,비정기휴무,"평일 : 14:00 ~ 20:00 , 주말 : 14:00 ~ 20:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1523,남해횟집,제주시 연동에 위치한 생선 횟집으로 비교적 저렴한 값에 푸짐한 생선회 한 상을 받을 수 있는곳,,"평일 : 17:00 ~ 23:00 , 주말 : 17:00 ~ 23:00",,,,,,,"현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1524,누리해장국,제주시 번영로에 위치한 20년 전통 해장국집,연중무휴,"평일 : 05:30 ~ 20:00 , 주말 : 05:30 ~ 20:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",착한가격 업소,장애인 시설정보 >,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
1525,다올터해장국,서귀포 올레시장 해장국이 맛있는 맛집,"브레이크타임 15:00 - 17:00/ 둘째, 넷째주 일요일 휴무","평일 : 06:00 ~ 22:00 , 주말 : 06:00 ~ 22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,달마야해물탕,활전복이 들어간 해물탕과 영계가 들어간 해물탕이 유명한 집,,"평일 : 17:00 ~ 02:00 , 주말 : 17:00 ~ 02:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1527,달아래팥,100% 국내산 팥으로 만든 팥죽과 양갱을 판매하는 디저트 카페,연중무휴,"평일 : 11:00 ~ 20:00 , 주말 : 11:00 ~ 20:00",,,,,,,"현금결제,카드결제,화장실,무료 WIFI,편의점,음료대",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
1528,달콤한휴식,비자림에 위치한 Café & Restaurant 달콤한휴식입니다.,,"평일 : 10:00 ~ 19:00 , 주말 : 10:00 ~ 19:00",,,,,,,,,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
1529,달테이블,저렴하고 푸짐한 양을 자랑하는 신개념 퓨전 레스토랑,,"평일 : 11:00 ~ 10:00 , 주말 : 11:00 ~ 10:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1530,대광장식당,아랑조을거리에 위치한 두루치기 맛집,,"평일 : 06:30 ~ 21:00 , 주말 : 06:30 ~ 21:00",,,,,,,"현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",착한가격 업소,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
1531,대성아귀찜,아귀가 통으로 들어간 푸짐한 아귀찜,일요일 휴무,"평일 : 10:30 ~ 20:30 , 주말 : 10:30 ~ 20:30",,,,,,,"공용주차장,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,
1532,더꽃돈,협재해변 근처에 위치한 흑돼지 맛집,,"평일 : 12:00 ~ 22:30 , 주말 : 12:00 ~ 22:30",,,,,,,"현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
1533,더화원,아침부터 맛볼 수 있는 갈치조림,"둘째, 넷째 월요일 휴무","평일 : 08:00 ~ 20:00 , 주말 : 08:00 ~ 20:00",,,,,,,"공용주차장,현금결제,카드결제,화장실",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
1534,덤장,공항 근처 제주 향토 요리 전문점,"연중무휴, 단체석, 공항셔틀운행","평일 : 08:00 ~ 21:00 , 주말 : 08:00 ~ 21:00",,,,,,,공용주차장,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,데미안,수제 흑돼지 돈까스가 무한리필,토요일 휴무,"평일 : 11:00 ~ 16:00 , 주말 : 11:00 ~ 16:00",,,,,,,"공용주차장,화장실",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
1536,델리지아레스토랑,ICC JEJU 안에 있는 고급 레스토랑,연중무휴,"평일 : 11:00 ~ 20:00 , 주말 : 11:00 ~ 20:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,유도 및 안내시설,경보 및 피난시설",,장애인 시설정보 >,어려움,,,,,,,,,,,,,,,,,,,,,,,
1537,도나토스,"나무로 때는 화덕에서 갓 구워 나오는 이탈리아 남부식 피자을 맛볼 수 있는 곳이다.역량 있는 사진 작가들이 찍은 제주의 풍광 사진과, 세계의 다양한 맥주를 즐길 수 있는 점도 장점이다.",화요일 휴무 / 수요일 17:00 - 21:00 Dinner Only /브레이크타임은 요일별로 상이하다.,"평일 : 12:00 ~ 21:00 , 주말 : 12:00 ~ 21:00",,,,,,,"현금결제,카드결제,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,
1538,도남오거리도남점,"청정 제주산 돼지고기만을 취급하는 착한가격업소, 모범음식점",명절 연휴 휴무,"평일 : 10:00 ~ 24:00 , 주말 : 10:00 ~ 24:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",착한가격 업소,장애인 시설정보 >,어려움,,,,,,,,,,,,,,,,,,,,,,,
1539,도토리키친,"상큼한 맛의 ""청귤 소바"" 전문점.",인스타그램 공지 확인,"평일 : 11:00 ~ 17:00 , 주말 : 11:00 ~ 17:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설",,장애인 시설정보 >,쉬움,,,,,,,,,,,,,,,,,,,,,,,
1540,돈대장,제주시 용담에 위치한 흑돼지 전문점,연중무휴,"평일 : 11:00 ~ 23:00 , 주말 : 11:00 ~ 23:00",,,,,,,"현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1541,돈마구이해장국(연동점),"돈마유통의 모든 노하우가 담겨 있는 흑돼지, 말고기 전문점",10시~22시(주말 8시~22시),"평일 : 10:00 ~ 22:00 , 주말 : 08:00 ~ 22:00",,,,,,,"현금결제,카드결제,화장실,음료대",,장애인 시설정보 >,쉬움,,,,,,,,,,,,,,,,,,,,,,,
1542,돈향기,제주시 청정흑돼지 거리에 위치한 제주도흑돼지 전문점,셋째주 수요일 휴무,"평일 : 12:00 ~ 24:00 , 주말 : 12:00 ~ 24:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,경보 및 피난시설",,장애인 시설정보 >,어려움,,,,,,,,,,,,,,,,,,,,,,,
1543,돌미롱,아라동 수제케익 & 타르트 전문점 카페,월요일 휴무 / 22시 30분까지 디저트 포장가능,"평일 : 11:30 ~ 22:00 , 주말 : 11:30 ~ 22:00",,,,,,,"현금결제,카드결제,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,
1544,돌집식당,성읍민속마을에서 맛보는 신선한 흑돼지 구이,수요일 휴무,"평일 : 11:00 ~ 21:00 , 주말 : 11:00 ~ 21:00",,,,,,,"공용주차장,화장실",,장애인 시설정보 >,쉬움,,,,,,,,,,,,,,,,,,,,,,,
1545,돌하르방 뚝배기,성산일출봉 근처에 있는 해물뚝배기 전문점,둘째주 화요일 휴무,"평일 : 08:00 ~ 19:00 , 주말 : 08:00 ~ 19:00",,,,,,,"현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",우수관광사업체,장애인 시설정보 >,어려움,,,,,,,,,,,,,,,,,,,,,,,
1546,돌하르방식당,제주의 담백한 전통음식,연중무휴,"평일 : 08:30 ~ 17:00 , 주말 : 08:30 ~ 17:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대",,장애인 시설정보 >,어려움,,,,,,,,,,,,,,,,,,,,,,,
1547,돔베돈 공항점,돔베돈 흑돼지 맛의 비밀이 궁금하다면,연중무휴,"평일 : 11:30 ~ 23:00 , 주말 : 11:30 ~ 23:00",,,,,,,"공용주차장,화장실",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
1548,동도원,제주시 연동에 위치한 해산물음식 전문점,,"평일 : 08:00 ~ 20:00 , 주말 : 08:00 ~ 20:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1549,동양식당,동문시장 가까이 위치한 갈치조림을 전문으로 하는 소박한 한식당,,"평일 : 08:00 ~ 19:00 , 주말 : 08:00 ~ 19:00",,,,,,,"현금결제,카드결제,화장실,음료대",,,,,,,,,,,,,,,,,,,,,,,,,,
1550,동해미락,"횟감좋은 서귀포횟집 동해미락, 바다전망! 푸짐한 해물모듬 활어회 코스요리, 다금바리, 갈치, 고등어회",이용시간 11:30~23:00,"평일 : 11:30 ~ 23:00 , 주말 : 11:30 ~ 23:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역",,장애인 시설정보 >,쉬움,,,회,,,,,,,가능,어린이 출입가능,,있음,유아의자,,,,,,,,,
1551,돼지촌,제주시내 노형 오거리 인근에 위치한 등갈비 구이집,,,,,,,,,"공용주차장,현금결제,카드결제,화장실,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1552,둥지식당,"성산일출봉에서 차량으로 5분 거리 내외에 위치한, 합리적인 가격에 제주의 갈치조림을 맛볼 수 있는 곳",연중무휴,"평일 : 11:00 ~ 21:00 , 주말 : 11:00 ~ 21:00",,,,,,,"공용주차장,현금결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1553,땅꼬분식 뷔페,오일장에서만 만날수 있엇던 땅꼬가 함덕에 오픈한 뷔페식당,"월요일휴무, 입장마감 19:30","평일 : 11:00 ~ 20:00 , 주말 : 11:00 ~ 20:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,음료대",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
1554,또또시,"소라빵, 프레첼 전문 베이커리",매진시 조기마감,"평일 : 10:00 ~ 18:30 , 주말 : 10:00 ~ 18:30",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1555,뚱보조개,제주의 해산물을 즐길수 있는 제철 해산물이 가득한 조개구이 전문점,"월요일 휴무. 영업시간 : 오후 4시~ 밤 11시 50분. (단, 낮 시간은 예약하면 이용 가능)","평일 : 16:00 ~ 23:50 , 주말 : 16:00 ~ 23:50",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,장애인 시설정보 >,쉬움,,,,,,,,,,,,,,,,,,,,,,,
1556,띠띠빵빵,바다가 보이는 우도의 베이커리 카페,,"평일 : 07:00 ~ 19:00 , 주말 : 07:00 ~ 19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,라지마할 RAJMAHAL,제원사거리에 위치한 전통 음식전문점,,"평일 : 11:30 ~ 23:30 , 주말 : 11:30 ~ 23:30",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대",,장애인 시설정보 >,어려움,,,,,,,,,,,,,,,,,,,,,,,
1558,레드브라운,올레8코스 끝 대평리에 위치한 핸드드립 전문 카페,비정기휴무,"평일 : 10:30 ~ 21:00 , 주말 : 10:30 ~ 21:00",,,,,,,"현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1559,레드썬셋,월정리 해변 인근에 위치한 광어 요리 전문점,매주 월요일 휴무,"평일 : 11:00 ~ 18:00 , 주말 : ~",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,레터스 투 시리얼,드레스를 빌려 입을 수 있고 예쁜 시리어볼을 맛볼 수 있는 아기자기한 이색 카페,,"평일 : 12:30 ~ 20:30 , 주말 : 12:30 ~ 20:30",,,,,,,무료 WIFI,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,로드3.7(road3.7),올레 5코스를 지나다 만날 수 있는 행운같은 카페.,연중무휴,"평일 : 10:00 ~ 22:00 , 주말 : 10:00 ~ 22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,루스트플레이스 노형점,"돈까스, 파스타와 같은 양식을 합리적인 가격에 먹을 수 있는 레스토랑",,"평일 : 11:00 ~ 24:00 , 주말 : 11:00 ~ 24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,리솔라 무인카페,원목 인테리어가 눈길을 끄는 무인카페,연중무휴,"평일 : 10:00 ~ 22:00 , 주말 : 10:00 ~ 22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,마더카페,"엄마가 차려준 듯, 정성가득한 밥상을 맛볼 수 있는 카페 겸 식당",일요일 휴무,"평일 : 09:00 ~ 19:00 , 주말 : 09:00 ~ 19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,마두천손칼국수,성게 칼국수와 보말 칼국수가 맛있는 집,매주 수요일 휴무,"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00",,,,,,,"현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대",,장애인 시설정보 >,어려움,,,,,,,,,,,,,,,,,,,,,,,
1566,마라도에서온자장면집,자연주의를 추구하는 중식당,화요일 휴무,"평일 : 11:00 ~ 20:00 , 주말 : 11:00 ~ 20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,마라도해녀촌짜장,마라도 해녀분들이 운영하는 짜장면집 돌미역 짬뽕 특허 획득,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,마므레,"서귀포시 남원에 위치한 바비큐 전문, 마음을 담아 요리하는 주인의 정성이 돋보이는 곳",일요일 휴무,"평일 : 11:00 ~ 21:00 , 주말 : 11:00 ~ 21:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1569,마초그릴,"제주에서 즐기는 멕시코 음식, 누웨모루 거리 인근에 위치, 시내에서 숙박할때 가볍게 맥주즐기기 좋은 곳",월요일 휴무,"평일 : 11:30 ~ 22:00 , 주말 : 11:30 ~ 22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,만민식당,한림읍에 위치한 만민 식당은 관광객보다 현지인의 발길이 끊이지 않는 갈치조림 맛집이다. 2018년 확장해 이전하면서 새로 깔끔하게 단장했다.,"둘째, 넷째 주 화요일 휴무 , 라스트오더 20:30","평일 : 09:00 ~ 21:00 , 주말 : 09:00 ~ 21:00",,,,,,,"현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
1571,만세국수,제주산 전지를 사용하고 돼지사골육수를 구수하게 우려낸 얼큰한 국물이 일품인 국밥과 고기국수를 파는 곳,,"평일 : 09:00 ~ 20:30 , 주말 : 09:00 ~ 20:30",,,,,,,"공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1572,만세국수 삼성혈점,"고기국수, 국밥 전문점",,"평일 : 09:00 ~ 05:00 , 주말 : 09:00 ~ 05:00",,,,,,,"현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",착한가격 업소,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
1573,말이,구좌읍 세화리에 위치한 분식집,수요일 휴무 / 브레이크타임 17:00~18:00,"평일 : 12:00 ~ 21:00 , 주말 : 12:00 ~ 21:00",,,,,,,"현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1574,맛좋은디,다양한 구이메뉴를 즐길 수 있는 고깃집,마감 시간 불규칙(방문시 전화 문의)/탄력 휴무,,,,,,,,"현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1575,망고레이 함덕점,망고레이는 세계3대 비치 중 필리핀 보라카이 화이트 비치를 모티브로 만들어진 디저트카페이다.,,"평일 : 10:00 ~ 18:30 , 주말 : 10:00 ~ 18:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,망고봉봉,성산일출봉에 아주 가까이 위치한 망고주스 전문 디저트 카페,"화요일, 수요일 휴무","평일 : 11:00 ~ 18:00 , 주말 : 11:00 ~ 18:00",,,,,,,"공용주차장,현금결제,카드결제,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1577,맥반석 식당,세화초등학교 옆길 골목에 위치한 맥반석식당입니다.,,"평일 : 07:00 ~ 19:00 , 주말 : 07:00 ~ 19:00",,,,,,,"현금결제,카드결제,화장실,음료대",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
1578,맵찜,"제주도,거문오름 맛집 - 맵찜,전복,낙지,매운갈비찜 전문 퓨전카페",화요일 휴무 / 공휴일은 휴무일도 정상영업 / 재료 소진시 조기마감,"평일 : 11:00 ~ 21:00 , 주말 : 11:00 ~ 21:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
1579,메리앤폴,제주 농산물로 건강한 홈메이드 푸드를 만드는 바닷가의 작은 레스토랑,매주 목요일 휴무,"평일 : 11:00 ~ 21:00 , 주말 : 11:00 ~ 21:00",,,,,,,"공용주차장,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
1580,명월국민학교,폐교가 카페와 갤러리로 재탄생된 곳,"휴무,특이사항은 인스타 공지 확인 및 전화문의","평일 : 11:00 ~ 19:00 , 주말 : 11:00 ~ 19:00",,,,,,,"화장실,무료 WIFI,공용주차장",,,,,,,,,,,,,,,,,,,,,,,,,,
1581,모래비카페,에메랄드 빛 월정리 바다 위의 흰 모래와 같은 카페,연중무휴,"평일 : 09:00 ~ 21:00 , 주말 : 09:00 ~ 21:00",,,,,,,공용주차장,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,모리노아루요,<마스터셰프코리아> 첫 시즌 우승자인 김승민 셰프가 깊은 숲 속에 오픈한 덮밥전문 일식집. 2016 KOREAT JEJU TOP10 선정,"일요일과 공휴일 휴무, Break time 14:00~18:00. 재료가 떨어지면 일찍 문 닫는 경우가 있음.","평일 : 11:30 ~ 20:00 , 주말 : 11:30 ~ 20:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
1583,모메든식당,몸(마음)에드는 생고기 전문점. 깔끔한 내부,"연중무휴, 예약가능, 단체석","평일 : 11:30 ~ 22:30 , 주말 : 11:30 ~ 22:30",,,,,,,공용주차장,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,모모제이,햇살가득 제주 브런치 아라동카페 모모제이,,"평일 : 10:00 ~ 22:00 , 주말 : 10:00 ~ 22:00",,,,,,,"현금결제,카드결제,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,
1585,모슬포에서,"모슬포 중앙시장 안, 맛과 청결을 중요시하는 '모슬포에서'","월요일 휴무 예약, 포장 가능","평일 : 10:00 ~ 20:00 , 주말 : 10:00 ~ 20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,모시란,"모시란은 2001년에 오픈하여 20년째 제주도민의 사랑을 받아온 전통찻집이다. 제주공항에서 15분 거리로 교통이 편리하며, 전통차와 함께 다양한 다과를 즐길 수 있다.",연중무휴(설날 & 추석만 휴무),"평일 : 13:00 ~ 22:00 , 주말 : 13:00 ~ 22:00",,,,,,,"공용주차장,현금결제,카드결제",,,쉬움,,,,,,,,,,,,,,,,,,,,,,,
1587,모실래기해녀해물촌,홍조단괴해빈해수욕장 앞 싱싱한 해산물이 들어간 음식과 함께 할 수 있는 장소,"이용시간, 휴무일 불규칙(방문시 전화문의)",,,,,,,,"현금결제,화장실",,,,,,,,,,,,,,,,,,,,,,,,,,
1588,몬떼마레,사계해안도로 부티크 호텔 1층에 위치한 이태리 식당,,"평일 : 11:30 ~ 21:00 , 주말 : 11:30 ~ 21:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
1589,무인카페 산책,고내포구 앞에 위치한 작은 무인카페,연중무휴,"평일 : 09:00 ~ 22:00 , 주말 : 09:00 ~ 22:00",,,,,,,"현금결제,화장실,음료대,유도 및 안내시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
